z,volumeWeightedAvg
9.039450000000000263e-02,9.377925695922283422e-01
9.046395499999999867e-02,9.377514728952014433e-01
9.053340499999999735e-02,9.377103941124386166e-01
9.060285999999999340e-02,9.376693275243040970e-01
9.067231500000000333e-02,9.376282845365759844e-01
9.074176999999999937e-02,9.375872538988676563e-01
9.081122499999999542e-02,9.375462469697685153e-01
9.088067499999999410e-02,9.375052580853079354e-01
9.095013000000000403e-02,9.374642815362564940e-01
9.101958500000000007e-02,9.374233287185128605e-01
9.108903999999999612e-02,9.373823884217692415e-01
9.115849500000000605e-02,9.373414719245234394e-01
9.122795000000000210e-02,9.373005680064872003e-01
9.129740499999999814e-02,9.372596879950161330e-01
9.136685499999999682e-02,9.372188262300510386e-01
9.143631000000000675e-02,9.371779770076947846e-01
9.150576500000000280e-02,9.371371516903527210e-01
9.157521999999999884e-02,9.370963390959179407e-01
9.164467499999999489e-02,9.370555505489789327e-01
9.171412499999999357e-02,9.370147804164508099e-01
9.178358000000000350e-02,9.369740230042430396e-01
9.185303499999999954e-02,9.369332896315145653e-01
9.192248999999999559e-02,9.368925691309254455e-01
9.199194500000000552e-02,9.368518728001686835e-01
9.206139500000000420e-02,9.368111950233077856e-01
9.213085000000000024e-02,9.367705301347067914e-01
9.220030499999999629e-02,9.367298894377442675e-01
9.226976000000000622e-02,9.366892617734698945e-01
9.233921500000000226e-02,9.366486583974493740e-01
9.240866500000000094e-02,9.366080737024801151e-01
9.247811999999999699e-02,9.365675020292009156e-01
9.254757500000000692e-02,9.365269546702172931e-01
9.261703000000000296e-02,9.364864205146423703e-01
9.268648499999999901e-02,9.364459107357514522e-01
9.275593999999999506e-02,9.364054142136147840e-01
9.282539500000000499e-02,9.363649421780579907e-01
9.289484500000000367e-02,9.363244890259381226e-01
9.296429999999999971e-02,9.362840491128310294e-01
9.303375499999999576e-02,9.362436336999202524e-01
9.310321000000000569e-02,9.362032316998697423e-01
9.317266500000000173e-02,9.361628543254607582e-01
9.324211500000000041e-02,9.361224959841245585e-01
9.331156999999999646e-02,9.360821510308657833e-01
9.338102500000000639e-02,9.360418306823165002e-01
9.345048000000000243e-02,9.360015238798830017e-01
9.351993499999999848e-02,9.359612418218675733e-01
9.358938499999999716e-02,9.359209789453555306e-01
9.365883999999999321e-02,9.358807296361647543e-01
9.372829500000000313e-02,9.358405050822836690e-01
9.379774999999999918e-02,9.358002942330709839e-01
9.386720499999999523e-02,9.357601082454831687e-01
9.393665499999999391e-02,9.357199415594289471e-01
9.400611000000000383e-02,9.356797885707096585e-01
9.407556499999999988e-02,9.356396604663984595e-01
9.414501999999999593e-02,9.355995462339492530e-01
9.421447500000000586e-02,9.355594569409413364e-01
9.428393000000000190e-02,9.355193815781716049e-01
9.435338499999999795e-02,9.354793312670006689e-01
9.442283499999999663e-02,9.354393004628683839e-01
9.449229000000000656e-02,9.353992835795640337e-01
9.456174500000000260e-02,9.353592917630898507e-01
9.463119999999999865e-02,9.353193140294709940e-01
9.470065499999999470e-02,9.352793614835617220e-01
9.477010499999999338e-02,9.352394285809565444e-01
9.483956000000000330e-02,9.351995097289294012e-01
9.490901499999999935e-02,9.351596160488260256e-01
9.497846999999999540e-02,9.351197365916722459e-01
9.504792500000000532e-02,9.350798824454514824e-01
9.511737500000000400e-02,9.350400481013930731e-01
9.518683000000000005e-02,9.350002279863610655e-01
9.525628499999999610e-02,9.349604331822012337e-01
9.532574000000000602e-02,9.349206527457037952e-01
9.539519500000000207e-02,9.348808977261927611e-01
9.546464500000000075e-02,9.348411626196525548e-01
9.553409999999999680e-02,9.348014418754736488e-01
9.560355500000000673e-02,9.347617465716793195e-01
9.567301000000000277e-02,9.347220657893506868e-01
9.574246499999999882e-02,9.346824104859031701e-01
9.581191999999999487e-02,9.346427697610765195e-01
9.588137500000000479e-02,9.346031546335530349e-01
9.595082500000000347e-02,9.345635596216341767e-01
9.602027999999999952e-02,9.345239791932838935e-01
9.608973499999999557e-02,9.344844243862830968e-01
9.615919000000000549e-02,9.344448843194861354e-01
9.622864500000000154e-02,9.344053699787248091e-01
9.629809500000000022e-02,9.343658758767153794e-01
9.636754999999999627e-02,9.343263964803990573e-01
9.643700500000000619e-02,9.342869428069767723e-01
9.650646000000000224e-02,9.342475040069140313e-01
9.657591499999999829e-02,9.342080910628642876e-01
9.664536499999999697e-02,9.341686985113646369e-01
9.671482000000000689e-02,9.341293208331405973e-01
9.678427500000000294e-02,9.340899690086157392e-01
9.685372999999999899e-02,9.340506322081200130e-01
9.692318499999999504e-02,9.340113213764708044e-01
9.699263499999999372e-02,9.339720310674856085e-01
9.706209000000000364e-02,9.339327557782187705e-01
9.713154499999999969e-02,9.338935064662735597e-01
9.720099999999999574e-02,9.338542723146409097e-01
9.727045500000000566e-02,9.338150641717410938e-01
9.733991000000000171e-02,9.337758712427349783e-01
9.740936499999999776e-02,9.337367044390150195e-01
9.747881499999999644e-02,9.336975583377924437e-01
9.754827000000000636e-02,9.336584274629617930e-01
9.761772500000000241e-02,9.336193227442242115e-01
9.768717999999999846e-02,9.335802334129893465e-01
9.775663499999999451e-02,9.335411703422851204e-01
9.782608499999999319e-02,9.335021281001995019e-01
9.789554000000000311e-02,9.334631012157299512e-01
9.796499499999999916e-02,9.334241005929895252e-01
9.803444999999999521e-02,9.333851154859955646e-01
9.810390500000000513e-02,9.333461567599122821e-01
9.817335500000000381e-02,9.333072190003181001e-01
9.824280999999999986e-02,9.332682967382276429e-01
9.831226499999999591e-02,9.332294008450279232e-01
9.838172000000000583e-02,9.331905206079439408e-01
9.845117500000000188e-02,9.331516668700987616e-01
9.852062500000000056e-02,9.331128342448994362e-01
9.859007999999999661e-02,9.330740172922201703e-01
9.865953500000000653e-02,9.330352268447936748e-01
9.872899000000000258e-02,9.329964521941526145e-01
9.879844499999999863e-02,9.329577040734191584e-01
9.886789999999999468e-02,9.329189717943783267e-01
9.893735500000000460e-02,9.328802661567298093e-01
9.900680500000000328e-02,9.328415817938109367e-01
9.907625999999999933e-02,9.328029132773701937e-01
9.914571499999999538e-02,9.327642714148439707e-01
9.921517000000000530e-02,9.327256455472350272e-01
9.928462500000000135e-02,9.326870464415678574e-01
9.935407500000000003e-02,9.326484687328591150e-01
9.942352999999999608e-02,9.326099070185432938e-01
9.949298500000000600e-02,9.325713720844762689e-01
9.956244000000000205e-02,9.325328533019056065e-01
9.963189499999999810e-02,9.324943614137422010e-01
9.970134499999999678e-02,9.324558910511940857e-01
9.977080000000000670e-02,9.324174368057547291e-01
9.984025500000000275e-02,9.323790094322655930e-01
9.990970999999999880e-02,9.323405982752763776e-01
9.997917000000000609e-02,9.323022090692377750e-01
1.000486000000000014e-01,9.322638735729364967e-01
1.001180500000000001e-01,9.322255056335416734e-01
1.001875500000000002e-01,9.321871592475122759e-01
1.002569999999999989e-01,9.321488884949052922e-01
1.003264499999999976e-01,9.321105864776496608e-01
1.003958999999999963e-01,9.320723591730712965e-01
1.004653499999999949e-01,9.320341007272188172e-01
1.005347999999999936e-01,9.319959170066057785e-01
1.006042500000000062e-01,9.319577022494233143e-01
1.006737000000000049e-01,9.319195622040438165e-01
1.007431500000000035e-01,9.318813912056225224e-01
1.008126000000000022e-01,9.318432948944244121e-01
1.008820500000000009e-01,9.318051677317815695e-01
1.009514999999999996e-01,9.317671152391405753e-01
1.010209499999999982e-01,9.317290313414285929e-01
1.010904499999999984e-01,9.316909693282864335e-01
1.011598999999999970e-01,9.316529829210271618e-01
1.012293499999999957e-01,9.316149659158143859e-01
1.012987999999999944e-01,9.315770235893483520e-01
1.013682499999999931e-01,9.315390507742330461e-01
1.014377000000000056e-01,9.315011526380453377e-01
1.015071500000000043e-01,9.314632241307501115e-01
1.015766000000000030e-01,9.314253703034087728e-01
1.016460500000000017e-01,9.313874862033143520e-01
1.017155000000000004e-01,9.313496767365305740e-01
1.017849499999999990e-01,9.313118364112589198e-01
1.018544499999999992e-01,9.312740182147851709e-01
1.019238999999999978e-01,9.312362755792906732e-01
1.019933499999999965e-01,9.311985029306704131e-01
1.020627999999999952e-01,9.311608049460604608e-01
1.021322499999999939e-01,9.311230770577868521e-01
1.022017000000000064e-01,9.310854238157733054e-01
1.022711500000000051e-01,9.310477407499394564e-01
1.023406000000000038e-01,9.310101323097305093e-01
1.024100500000000025e-01,9.309724941535093556e-01
1.024795000000000011e-01,9.309349306314350647e-01
1.025489499999999998e-01,9.308973375087346014e-01
1.026183999999999985e-01,9.308598189900305631e-01
1.026878499999999972e-01,9.308222702891044698e-01
1.027573499999999973e-01,9.307847440288369301e-01
1.028267999999999960e-01,9.307472932628205742e-01
1.028962499999999947e-01,9.307098131272730779e-01
1.029656999999999933e-01,9.306724075949215358e-01
1.030351500000000059e-01,9.306349728190634885e-01
1.031046000000000046e-01,9.305976126424063688e-01
1.031740500000000033e-01,9.305602233138627888e-01
1.032435000000000019e-01,9.305229085595014826e-01
1.033129500000000006e-01,9.304855647463802226e-01
1.033823999999999993e-01,9.304482954967832065e-01
1.034518499999999980e-01,9.304109973019183411e-01
1.035212999999999967e-01,9.303737736534991587e-01
1.035907499999999953e-01,9.303365205033524710e-01
1.036602499999999955e-01,9.302992901166924344e-01
1.037296999999999941e-01,9.302621351601116917e-01
1.037991500000000067e-01,9.302249514928329077e-01
1.038686000000000054e-01,9.301878423540788088e-01
1.039380500000000040e-01,9.301507046262262879e-01
1.040075000000000027e-01,9.301136414338153635e-01
1.040769500000000014e-01,9.300765497625727019e-01
1.041464000000000001e-01,9.300395326121211337e-01
1.042158499999999988e-01,9.300024870661139920e-01
1.042852999999999974e-01,9.299655159879607336e-01
1.043547499999999961e-01,9.299285159465404682e-01
1.044242499999999962e-01,9.298915389045405711e-01
1.044936999999999949e-01,9.298546372299598683e-01
1.045631499999999936e-01,9.298177074163421763e-01
1.046326000000000062e-01,9.297808520721737580e-01
1.047020500000000048e-01,9.297439686843673723e-01
1.047715000000000035e-01,9.297071597440857982e-01
1.048409500000000022e-01,9.296703228559679566e-01
1.049104000000000009e-01,9.296335604111412021e-01
1.049798499999999996e-01,9.295967701397046534e-01
1.050492999999999982e-01,9.295600543102569002e-01
1.051187499999999969e-01,9.295233107573567244e-01
1.051881999999999956e-01,9.294866416031974943e-01
1.052576499999999943e-01,9.294499441460475353e-01
1.053271499999999944e-01,9.294132699757476912e-01
1.053965999999999931e-01,9.293766710759903127e-01
1.054660500000000056e-01,9.293400446883871568e-01
1.055355000000000043e-01,9.293034926908345650e-01
1.056049500000000030e-01,9.292669133169060292e-01
1.056744000000000017e-01,9.292304083145879190e-01
1.057438500000000003e-01,9.291938760233050543e-01
1.058132999999999990e-01,9.291574180853919840e-01
1.058827499999999977e-01,9.291209329640782721e-01
1.059521999999999964e-01,9.290845221622852090e-01
1.060216499999999951e-01,9.290480836299691569e-01
1.060911499999999952e-01,9.290116686331068019e-01
1.061605999999999939e-01,9.289753288181430424e-01
1.062300500000000064e-01,9.289389620536950831e-01
1.062995000000000051e-01,9.289026695759535768e-01
1.063689500000000038e-01,9.288663502508526237e-01
1.064384000000000025e-01,9.288301052047464035e-01
1.065078500000000011e-01,9.287938334274605801e-01
1.065772999999999998e-01,9.287576359239064772e-01
1.066467499999999985e-01,9.287214117897367727e-01
1.067161999999999972e-01,9.286852619033896250e-01
1.067856499999999959e-01,9.286490854804804185e-01
1.068550999999999945e-01,9.286129832633887027e-01
1.069245499999999932e-01,9.285768539595821158e-01
1.069940499999999933e-01,9.285407484647482113e-01
1.070635000000000059e-01,9.285047180360339603e-01
1.071329500000000046e-01,9.284686613062380633e-01
1.072024000000000032e-01,9.284326787496838262e-01
1.072718500000000019e-01,9.283966699920347398e-01
1.073413000000000006e-01,9.283607353970817488e-01
1.074107499999999993e-01,9.283247747141714079e-01
1.074801999999999980e-01,9.282888881962156891e-01
1.075496499999999966e-01,9.282529757020039352e-01
1.076190999999999953e-01,9.282171373526977298e-01
1.076885499999999940e-01,9.281812731173961772e-01
1.077580000000000066e-01,9.281454829667842299e-01
1.078274500000000052e-01,9.281096663665343582e-01
1.078969500000000054e-01,9.280738738292471091e-01
1.079664000000000040e-01,9.280381562306024845e-01
1.080358500000000027e-01,9.280024129772924679e-01
1.081053000000000014e-01,9.279667437871138569e-01
1.081747500000000001e-01,9.279310490393367639e-01
1.082441999999999988e-01,9.278954283260845148e-01
1.083136499999999974e-01,9.278597821589047445e-01
1.083830999999999961e-01,9.278242100190634556e-01
1.084525499999999948e-01,9.277886125379140037e-01
1.085219999999999935e-01,9.277530890452256873e-01
1.085914500000000060e-01,9.277175396605569224e-01
1.086609500000000061e-01,9.276820145552262531e-01
1.087304000000000048e-01,9.276465642584111881e-01
1.087998500000000035e-01,9.276110888384722086e-01
1.088693000000000022e-01,9.275756873605759401e-01
1.089387500000000009e-01,9.275402608710621166e-01
1.090081999999999995e-01,9.275049083113714454e-01
1.090776499999999982e-01,9.274695308398392957e-01
1.091470999999999969e-01,9.274342272757745143e-01
1.092165499999999956e-01,9.273988988983711268e-01
1.092859999999999943e-01,9.273636444070751939e-01
1.093554500000000068e-01,9.273283652064140403e-01
1.094249000000000055e-01,9.272931598546118037e-01
1.094943500000000042e-01,9.272579292552910468e-01
1.095638500000000043e-01,9.272227231946351678e-01
1.096333000000000030e-01,9.271875917984286897e-01
1.097027500000000017e-01,9.271524359091875001e-01
1.097722000000000003e-01,9.271173538054605645e-01
1.098416499999999990e-01,9.270822473142374953e-01
1.099110999999999977e-01,9.270472145988214452e-01
1.099805499999999964e-01,9.270121576073576675e-01
1.100499999999999950e-01,9.269771743734197544e-01
1.101194499999999937e-01,9.269421669552813103e-01
1.101889000000000063e-01,9.269072332335900333e-01
1.102583500000000050e-01,9.268722747777007331e-01
1.103278500000000051e-01,9.268373410493833120e-01
1.103973000000000038e-01,9.268024818461205738e-01
1.104667500000000024e-01,9.267675986965637769e-01
1.105362000000000011e-01,9.267327892191065120e-01
1.106056499999999998e-01,9.266979558942973760e-01
1.106750999999999985e-01,9.266631962043462289e-01
1.107445499999999972e-01,9.266284127518524816e-01
1.108139999999999958e-01,9.265937029095956401e-01
1.108834499999999945e-01,9.265589694139275689e-01
1.109528999999999932e-01,9.265243095204774848e-01
1.110223500000000058e-01,9.264896260795679739e-01
1.110918000000000044e-01,9.264550161846036858e-01
1.111612500000000031e-01,9.264203821881941137e-01
1.112307500000000032e-01,9.263857731484561597e-01
1.113002000000000019e-01,9.263512384536052302e-01
1.113696500000000006e-01,9.263166804277025435e-01
1.114390999999999993e-01,9.262821959000636651e-01
1.115085499999999979e-01,9.262476881492130998e-01
1.115779999999999966e-01,9.262132538640480695e-01
1.116474499999999953e-01,9.261787964385678196e-01
1.117168999999999940e-01,9.261444124453998006e-01
1.117863500000000065e-01,9.261100054110881219e-01
1.118558000000000052e-01,9.260756717892041356e-01
1.119252500000000039e-01,9.260413152299675765e-01
1.119947000000000026e-01,9.260070320385969111e-01
1.120641500000000013e-01,9.259727253693480487e-01
1.121336500000000014e-01,9.259384438822509944e-01
1.122031000000000001e-01,9.259042365410907749e-01
1.122725499999999987e-01,9.258700064720797318e-01
1.123419999999999974e-01,9.258358497044392177e-01
1.124114499999999961e-01,9.258016703218233667e-01
1.124808999999999948e-01,9.257675642214968637e-01
1.125503499999999935e-01,9.257334356020231469e-01
1.126198000000000060e-01,9.256993802319216647e-01
1.126892500000000047e-01,9.256653024281867870e-01
1.127587000000000034e-01,9.256312978122244184e-01
1.128281500000000021e-01,9.255972702324912760e-01
1.128976500000000022e-01,9.255632680199991080e-01
1.129671000000000008e-01,9.255293398030893792e-01
1.130365499999999995e-01,9.254953893911662677e-01
1.131059999999999982e-01,9.254615121226019703e-01
1.131754499999999969e-01,9.254276127506187999e-01
1.132448999999999956e-01,9.253937864817318726e-01
1.133143499999999942e-01,9.253599382013832919e-01
1.133838000000000068e-01,9.253261630043557728e-01
1.134532500000000055e-01,9.252923659019652858e-01
1.135227000000000042e-01,9.252586418603543361e-01
1.135921500000000028e-01,9.252248960025937219e-01
1.136616000000000015e-01,9.251912231360713834e-01
1.137310500000000002e-01,9.251575279064409019e-01
1.138005500000000003e-01,9.251238582376996034e-01
1.138699999999999990e-01,9.250902623391306090e-01
1.139394499999999977e-01,9.250566448456851720e-01
1.140088999999999964e-01,9.250231002908032574e-01
1.140783499999999950e-01,9.249895342363442241e-01
1.141477999999999937e-01,9.249560410773585151e-01
1.142172500000000063e-01,9.249225265014189290e-01
1.142867000000000050e-01,9.248890847934305715e-01
1.143561500000000036e-01,9.248556217730543594e-01
1.144256000000000023e-01,9.248222315963398055e-01
1.144950500000000010e-01,9.247888202033375249e-01
1.145644999999999997e-01,9.247554815882587098e-01
1.146339499999999983e-01,9.247221212159706383e-01
1.147034499999999985e-01,9.246887865952614360e-01
1.147728999999999971e-01,9.246555255135037177e-01
1.148423499999999958e-01,9.246222434261320844e-01
1.149117999999999945e-01,9.245890340584728140e-01
1.149812499999999932e-01,9.245558037985869282e-01
1.150507000000000057e-01,9.245226462251978639e-01
1.151201500000000044e-01,9.244894678444136593e-01
1.151896000000000031e-01,9.244563621088192074e-01
1.152590500000000018e-01,9.244232356464304745e-01
1.153285000000000005e-01,9.243901817656957620e-01
1.153979499999999991e-01,9.243571066351653487e-01
1.154674499999999993e-01,9.243240574200861648e-01
1.155368999999999979e-01,9.242910815454865592e-01
1.156063499999999966e-01,9.242580851600175063e-01
1.156757999999999953e-01,9.242251612803734639e-01
1.157452499999999940e-01,9.241922169845282475e-01
1.158147000000000065e-01,9.241593451665618408e-01
1.158841500000000052e-01,9.241264530341036787e-01
1.159536000000000039e-01,9.240936333528667612e-01
1.160230500000000026e-01,9.240607934522544475e-01
1.160925000000000012e-01,9.240280259627068338e-01
1.161619499999999999e-01,9.239952383304038674e-01
1.162313999999999986e-01,9.239625230368461173e-01
1.163008499999999973e-01,9.239297870770023513e-01
1.163703499999999974e-01,9.238970772040018264e-01
1.164397999999999961e-01,9.238644404260686338e-01
1.165092499999999948e-01,9.238317837265085375e-01
1.165786999999999934e-01,9.237991992989613710e-01
1.166481500000000060e-01,9.237665950432318862e-01
1.167176000000000047e-01,9.237340630199923908e-01
1.167870500000000034e-01,9.237015112616092649e-01
1.168565000000000020e-01,9.236690317079584434e-01
1.169259500000000007e-01,9.236365325172177787e-01
1.169953999999999994e-01,9.236041054664125838e-01
1.170648499999999981e-01,9.235716582400286256e-01
1.171343499999999982e-01,9.235392372301418629e-01
1.172037999999999969e-01,9.235068890772077932e-01
1.172732499999999956e-01,9.234745214757784648e-01
1.173426999999999942e-01,9.234422259274712719e-01
1.174121500000000068e-01,9.234099110427306245e-01
1.174816000000000055e-01,9.233776681798316899e-01
1.175510500000000041e-01,9.233454060674035624e-01
1.176205000000000028e-01,9.233132159300849739e-01
1.176899500000000015e-01,9.232810066260889181e-01
1.177594000000000002e-01,9.232488692551530374e-01
1.178288499999999989e-01,9.232167128057122696e-01
1.178982999999999975e-01,9.231846282236866319e-01
1.179677499999999962e-01,9.231525240411143640e-01
1.180372499999999963e-01,9.231204462324136273e-01
1.181066999999999950e-01,9.230884410089631453e-01
1.181761499999999937e-01,9.230564169004206176e-01
1.182456000000000063e-01,9.230244645687636362e-01
1.183150500000000049e-01,9.229924934620180599e-01
1.183845000000000036e-01,9.229605941058716123e-01
1.184539500000000023e-01,9.229286760722935634e-01
1.185234000000000010e-01,9.228968297508235441e-01
1.185928499999999997e-01,9.228649648326527899e-01
1.186622999999999983e-01,9.228331715751678654e-01
1.187317499999999970e-01,9.228013597981175042e-01
1.188011999999999957e-01,9.227696196119350436e-01
1.188706499999999944e-01,9.227378603903751975e-01
1.189401499999999945e-01,9.227061276972318149e-01
1.190095999999999932e-01,9.226744673127567076e-01
1.190790500000000057e-01,9.226427886104109355e-01
1.191485000000000044e-01,9.226111814074915429e-01
1.192179500000000031e-01,9.225795559843205096e-01
1.192874000000000018e-01,9.225480020268131964e-01
1.193568500000000004e-01,9.225164299464757578e-01
1.194262999999999991e-01,9.224849292962651326e-01
1.194957499999999978e-01,9.224534106066708539e-01
1.195651999999999965e-01,9.224219632649999223e-01
1.196346499999999952e-01,9.223904973493661785e-01
1.197041499999999953e-01,9.223590580606260136e-01
1.197735999999999940e-01,9.223276908191000434e-01
1.198430500000000065e-01,9.222963057275271881e-01
1.199125000000000052e-01,9.222649918957387394e-01
1.199819500000000039e-01,9.222336603149634549e-01
1.200514000000000026e-01,9.222023999462435340e-01
1.201208500000000012e-01,9.221711219088662981e-01
1.201902999999999999e-01,9.221399150370442888e-01
1.202597499999999986e-01,9.221086905872685202e-01
1.203291999999999973e-01,9.220775372690730443e-01
1.203986499999999960e-01,9.220463664618006039e-01
1.204680999999999946e-01,9.220152667136723990e-01
1.205375499999999933e-01,9.219841489514686295e-01
1.206070499999999934e-01,9.219530579507786427e-01
1.206765000000000060e-01,9.219220386880351281e-01
1.207459500000000047e-01,9.218910021150976686e-01
1.208154000000000033e-01,9.218600364945620518e-01
1.208848500000000020e-01,9.218290536673967583e-01
1.209543000000000007e-01,9.217981417542296940e-01
1.210237499999999994e-01,9.217672127181600894e-01
1.210931999999999981e-01,9.217363545437193828e-01
1.211626499999999967e-01,9.217054793213502739e-01
1.212320999999999954e-01,9.216746748841893044e-01
1.213015499999999941e-01,9.216438528894184135e-01
1.213710499999999942e-01,9.216130577611980623e-01
1.214405000000000068e-01,9.215823341070963348e-01
1.215099500000000055e-01,9.215515935995860497e-01
1.215794000000000041e-01,9.215209237740548120e-01
1.216488500000000028e-01,9.214902371822336624e-01
1.217183000000000015e-01,9.214596212256093155e-01
1.217877500000000002e-01,9.214289885954786152e-01
1.218571999999999989e-01,9.213984265642382043e-01
1.219266499999999975e-01,9.213678479494019635e-01
1.219960999999999962e-01,9.213373398869794118e-01
1.220655499999999949e-01,9.213068153133895377e-01
1.221349999999999936e-01,9.212763612060762553e-01
1.222044500000000061e-01,9.212458900686484320e-01
1.222739500000000062e-01,9.212154458995983619e-01
1.223434000000000049e-01,9.211850728723601778e-01
1.224128500000000036e-01,9.211546835262075517e-01
1.224823000000000023e-01,9.211243645467989127e-01
1.225517500000000010e-01,9.210940293328686579e-01
1.226211999999999996e-01,9.210637644274700664e-01
1.226906499999999983e-01,9.210334833669774346e-01
1.227600999999999970e-01,9.210032725687586908e-01
1.228295499999999957e-01,9.209730457053293406e-01
1.228989999999999944e-01,9.209428890623290176e-01
1.229684500000000069e-01,9.209127164333031912e-01
1.230379000000000056e-01,9.208826139379480136e-01
1.231073500000000043e-01,9.208524949351241107e-01
1.231768500000000044e-01,9.208224029907232655e-01
1.232463000000000031e-01,9.207923818394205817e-01
1.233157500000000018e-01,9.207623448822277457e-01
1.233852000000000004e-01,9.207323779504869021e-01
1.234546499999999991e-01,9.207023953014424889e-01
1.235240999999999978e-01,9.206724826243446458e-01
1.235935499999999965e-01,9.206425543078138318e-01
1.236629999999999951e-01,9.206126959092059137e-01
1.237324499999999938e-01,9.205828219496733356e-01
1.238019000000000064e-01,9.205530178380556539e-01
1.238713500000000051e-01,9.205231976648486913e-01
1.239408500000000052e-01,9.204934046351646026e-01
1.240103000000000039e-01,9.204636821030720562e-01
1.240797500000000025e-01,9.204339441915028175e-01
1.241492000000000012e-01,9.204042760051159844e-01
1.242186499999999999e-01,9.203745925282327267e-01
1.242880999999999986e-01,9.203449787319625264e-01
1.243575499999999973e-01,9.203153497319159770e-01
1.244269999999999959e-01,9.202857903651021632e-01
1.244964499999999946e-01,9.202562158736277143e-01
1.245658999999999933e-01,9.202267109534190137e-01
1.246353500000000059e-01,9.201971909770461089e-01
1.247048000000000045e-01,9.201677404896603241e-01
1.247742500000000032e-01,9.201382744431405580e-01
1.248437500000000033e-01,9.201088356152220538e-01
1.249132000000000020e-01,9.200794669245203616e-01
1.249826500000000007e-01,9.200500833624517538e-01
1.250520999999999994e-01,9.200207691712886104e-01
1.251215499999999980e-01,9.199914401891212679e-01
1.251909999999999967e-01,9.199621805191047219e-01
1.252604499999999954e-01,9.199329061348147096e-01
1.253298999999999941e-01,9.199037010137489645e-01
1.253993499999999928e-01,9.198744812602424048e-01
1.254687999999999914e-01,9.198453306902129034e-01
1.255382499999999901e-01,9.198161649819305286e-01
1.256077499999999902e-01,9.197870265436594028e-01
1.256771999999999889e-01,9.197579579178316589e-01
1.257466499999999876e-01,9.197288748332759223e-01
1.258160999999999863e-01,9.196998608153920118e-01
1.258855500000000127e-01,9.196708324326021700e-01
1.259550000000000114e-01,9.196418730605253611e-01
1.260244500000000101e-01,9.196128993915989591e-01
1.260939000000000088e-01,9.195839946681794164e-01
1.261633500000000074e-01,9.195550757216817139e-01
1.262328000000000061e-01,9.195262256648384369e-01
1.263022500000000048e-01,9.194973614623223046e-01
1.263717000000000035e-01,9.194685660673344030e-01
1.264411500000000022e-01,9.194397560252901558e-01
1.265106500000000023e-01,9.194109733112068028e-01
1.265801000000000009e-01,9.193822600225013408e-01
1.266495499999999996e-01,9.193535327554244185e-01
1.267189999999999983e-01,9.193248741705446481e-01
1.267884499999999970e-01,9.192962016983652340e-01
1.268578999999999957e-01,9.192675978526518854e-01
1.269273499999999943e-01,9.192389801933845694e-01
1.269967999999999930e-01,9.192104310984392512e-01
1.270662499999999917e-01,9.191818682552130859e-01
1.271356999999999904e-01,9.191533739114012835e-01
1.272051499999999891e-01,9.191248658926888249e-01
1.272745999999999877e-01,9.190964262964010922e-01
1.273440499999999864e-01,9.190679725368389175e-01
1.274135499999999865e-01,9.190395461607411276e-01
1.274830000000000130e-01,9.190111888214951286e-01
1.275524500000000117e-01,9.189828179810586306e-01
1.276219000000000103e-01,9.189545154314846531e-01
1.276913500000000090e-01,9.189261994630749664e-01
1.277608000000000077e-01,9.188979517280091436e-01
1.278302500000000064e-01,9.188696906499065342e-01
1.278997000000000051e-01,9.188414977450861665e-01
1.279691500000000037e-01,9.188132915657042377e-01
1.280386000000000024e-01,9.187851534681887866e-01
1.281080500000000011e-01,9.187570015975096149e-01
1.281775500000000012e-01,9.187288771337775994e-01
1.282469999999999999e-01,9.187008213609613172e-01
1.283164499999999986e-01,9.186727524843381065e-01
1.283858999999999972e-01,9.186447515677086395e-01
1.284553499999999959e-01,9.186167376294066544e-01
1.285247999999999946e-01,9.185887915830808215e-01
1.285942499999999933e-01,9.185608325779387462e-01
1.286636999999999920e-01,9.185329413998357673e-01
1.287331499999999906e-01,9.185050373376846267e-01
1.288025999999999893e-01,9.184772010448605251e-01
1.288720499999999880e-01,9.184493519357279645e-01
1.289414999999999867e-01,9.184215705014729947e-01
1.290109500000000131e-01,9.183937757505715727e-01
1.290804500000000132e-01,9.183660084301629167e-01
1.291499000000000119e-01,9.183383093793948682e-01
1.292193500000000106e-01,9.183105976761424261e-01
1.292888000000000093e-01,9.182829535218007821e-01
1.293582500000000080e-01,9.182552968013981687e-01
1.294277000000000066e-01,9.182277075650063791e-01
1.294971500000000053e-01,9.182001058235736979e-01
1.295666000000000040e-01,9.181725714937724048e-01
1.296360500000000027e-01,9.181450247246264462e-01
1.297055000000000013e-01,9.181175453055864244e-01
1.297749500000000000e-01,9.180900535202783930e-01
1.298443999999999987e-01,9.180626290024317404e-01
1.299138499999999974e-01,9.180351916306848103e-01
1.299833499999999975e-01,9.180077817187799472e-01
1.300527999999999962e-01,9.179804396523620902e-01
1.301222499999999949e-01,9.179530853783472999e-01
1.301916999999999935e-01,9.179257982307971186e-01
1.302611499999999922e-01,9.178984989618161894e-01
1.303305999999999909e-01,9.178712667603151631e-01
1.304000499999999896e-01,9.178440225029932398e-01
1.304694999999999883e-01,9.178168452403442368e-01
1.305389499999999869e-01,9.177896559760387873e-01
1.306084000000000134e-01,9.177625336091922437e-01
1.306778500000000121e-01,9.177353987548046987e-01
1.307473500000000122e-01,9.177082913630036920e-01
